Actual Wavelengths,Predicted Wavelengths
446.1407118983799,470.12761495918187
529.9384469988903,622.9934049621475
526.1780121526813,579.4180404493286
463.9538871989624,524.0548079633281
451.7062290751185,469.46033570097455
673.1743843670963,699.4194796309924
601.9279607274094,644.9146887305528
498.2262426219892,545.9388305567129
375.85753466179426,491.5554110109559
578.0479131695089,638.4937395056387
568.0746795694313,587.4094321762333
557.6167432768373,540.4663051634552
455.8510265242718,478.08308595569963
740.6119263339035,641.4024974850672
554.1582209989137,578.3706067636936
535.9343041207514,539.5809708974525
458.84806274078306,482.76143792532815
822.47233546907,646.6499748128798
640.0302252460112,595.124084806164
480.5840589229429,516.2540144747051
469.66696091199265,476.1978974764227
527.0121877424567,615.3992554946456
521.0199339223939,558.6153691466096
491.99350066419214,528.8631749870765
436.9867045585649,474.15206449130994
792.9176014986932,694.4706206636324
720.0630712831514,645.1364734537943
392.46014294309293,555.9102606762501
289.52337896433556,489.8791375656142
537.15336537158,648.1106512688075
490.2480245716277,582.098175292264
452.46005007544727,542.7010116683455
445.389627165038,485.7126696083702
512.9833484117243,613.1283708810713
511.1288202377232,562.5828290293898
463.6488941380858,527.8189508936994
459.6820861700347,471.0050373182967
573.7649751736172,582.3596316560283
559.8733208533798,542.2776522743841
516.5917588149247,499.6884765861727
459.338777272405,456.67824279947126
586.826733870532,629.7586191429954
558.5088216848934,581.9951180199268
534.5227198449309,536.5516926726245
461.4655668837807,474.3489011026019
575.5486722407551,653.6394104257263
563.2357159535104,582.0510441507469
552.1882003404754,532.7087143629743
480.8285145314334,487.11903480162965
535.1522375163458,608.4662433060313
532.4600786561209,557.3744991588605
458.2712163936379,523.6307915998057
447.3815885391874,469.7554195697407
718.8566753468305,573.1207965811984
694.4020862534777,535.8549647090496
607.0455847899506,491.5853112677103
596.7817564062373,452.61876319976665
529.8512444414915,650.4076927971008
514.5006938092062,581.395238751205
485.17371169383694,530.6282864901923
468.92217672210353,484.6851629537064
577.7556677706319,645.2406517388808
535.2261037388306,595.1463660305376
534.5315618764889,551.2321885164605
460.4205357285212,480.4573770580441
687.3039250038174,660.9714811203348
636.5563789528998,608.9322733442592
616.0569467227309,532.9266987786626
440.2990519698755,481.4945672431871
752.3610982988511,698.3480988986292
614.3920808456768,646.4301139808774
574.5108091644089,568.2562103655877
436.0444400351601,493.51524686618507
545.8328204491643,569.0558771874881
531.9681442041639,531.2538945155958
491.66545020688056,486.05900341257103
473.5426782384917,451.29056293947804
719.1399891208458,636.9408609721353
696.6552261516447,588.7755100859235
691.4477200859143,524.9216231350952
508.9342663970776,474.2005328494701
667.7945674230559,675.3479110779175
639.4837868158477,622.5839514124228
586.0924764432956,536.7092712992564
439.68367672864383,485.0207036090854
748.8183849762993,575.204169352425
695.4413182313432,538.2987327403681
641.6897079914676,491.02012569681557
513.423598472593,452.81533399095065
808.9820195810361,650.5319660426727
737.6270040010118,603.5969220530226
718.5840110078352,565.2131092623165
587.0235374380363,481.8776744171834
819.7561852527456,650.29211010996
744.2625911368712,599.5172222023089
647.8911553488601,527.2264030360845
552.4887088495086,478.1479422797897
768.8995068104871,655.9137434276415
609.8527150971846,610.0196698969265
570.5677359592181,569.6183960171717
552.0152616569843,483.12951446141005
499.29478078663095,687.1143415764172
447.1465610625411,603.7835387502695
446.56582682499766,544.1059059741797
418.1407471581099,499.6482012714644
719.623737979524,644.0785247140268
716.7012037495248,576.7391080348676
641.1897872578048,526.8573776160935
539.265173593385,482.2520244992151
815.4286371353267,657.9417897651599
656.9049422633925,588.9016307979783
605.3092397437212,544.2261424274695
580.3870997222236,488.8138742239787
520.7716623631878,615.6622096798693
491.4657762841836,568.8817961119735
459.1061029507962,525.5588222325176
432.327197044576,469.6523637996179
683.664875887254,576.6791790092016
523.737727801765,538.5224051188609
483.8237270248905,496.19640605399593
476.76037337304007,454.2772333387075
532.0516958753386,624.4521557087297
522.9586521871431,576.1922555143967
515.2070367424781,538.6962994564528
439.77194905873495,473.7871119279927
575.0947767245403,643.8450704228941
540.7174152913079,596.8425605426014
515.3790723388717,553.4617967727842
465.6513964501861,479.073980866322
551.7446645653912,672.1980705306624
520.0542634927892,594.0264829892036
464.21164970724425,538.1025910328767
448.8864072957066,493.8406729607776
427.6756646341503,685.2867475097026
425.6165161082352,607.3603895198257
413.64894468625374,552.9514079225538
394.66014909392055,498.4498990307128
763.6971532386463,671.2542199490381
614.438065200578,600.8663979938534
602.8261380349064,557.6904314667604
485.63359502806384,493.90925071595063
574.83850578051,580.7901253807183
571.2346514934544,541.2097277585632
550.0238995615491,498.57063840905863
468.8073440328863,456.00817155543507
821.9933564063326,650.1681758458938
729.9181171662959,603.0859890121985
702.8692286502011,564.9709030358006
604.4447867751416,481.833391486762
607.7916391862393,665.4032226084919
598.5633302247654,614.5923934127021
573.0552368103438,542.1907784542145
448.385589624607,483.1417677534152
673.0800100355472,653.3507708558808
614.0458037206637,601.2817683643057
553.8187322755293,570.0663421078575
466.21091669260466,485.1573792564317
727.3940799567282,699.2668206091348
687.1031573287178,644.8536259733584
658.7577673398848,546.0366392249848
592.5923008331594,491.5079118181579
741.7765600746402,654.0122192723147
710.094898827844,580.1190011303057
332.24320577171915,527.514730488933
324.1278888269732,487.23083222011064
690.5706497394297,555.9017707034697
523.0915200206745,522.2715570735616
514.9557170623666,477.1491513232946
439.6166473876625,445.7732175884298
544.8264278932212,648.1446131583662
504.4586353696602,596.2155620939657
476.1808843449634,532.9228248474885
455.654678272116,479.0842440040435
594.8995052962509,583.250485110562
592.1930207205863,543.0825084709224
533.5683744987524,500.1006900386444
464.9006875214415,456.9502247294521
590.8529383009242,643.1247172080516
589.4404294373809,595.1093701243027
564.4612246536981,530.1880553868968
449.47111275655215,476.0486595199416
797.2464124719116,655.291546481166
626.3495502176121,595.8027414634261
590.7949413092078,560.1426249415172
468.8188247721748,486.9630769276362
687.3039250038174,680.6887610474513
636.5563789528998,620.8037236567894
616.0569467227309,540.021521776402
440.2990519698755,473.06561084604584
520.5013282168767,611.4069236758974
514.6631305360726,563.912750136681
502.05473773429605,531.5892062476454
452.5480436601496,473.9505168186691
540.4727163589555,641.1408946833868
506.1234968597247,592.816969185304
